-0.4307829,-1.63735562648104
-0.1625189,-1.98898046126935
-0.1625189,-1.57881887548545
-0.1625189,-2.16691708463163
0.3715636,0.507874475300631
0.7654678,2.03612849966376
0.8544153,0.557312518810673
1.2669476,3.929360463147704
1.2669476,4.28833047634983
1.2669476,4.223498042876113
1.3480731,5.107785900236813
1.446919,4.162180092313795
1.4701758,5.49795329918548
1.4929041,5.796247055396743
1.5581446,6.62233848461465
1.5993876,6.990720665490831
1.6389967,6.171901281967138
1.6956156,7.60758252338831
1.7137979,8.366273918511144
1.8000583,8.655565656568899
